Datetime,Data0,cash
2010-12-02 00:00:00+00:00,328330.8,10094307.224559989
2010-12-03 00:00:00+00:00,438768.0,9974136.38772999
2010-12-06 00:00:00+00:00,438220.8,9978696.38772999
2010-12-07 00:00:00+00:00,445248.0,10036642.00308999
2010-12-08 00:00:00+00:00,436651.2,9965002.00308999
2010-12-09 00:00:00+00:00,433915.2,9989204.220129993
2010-12-10 00:00:00+00:00,438307.2,10028373.885969993
2010-12-13 00:00:00+00:00,452678.39999999997,10148133.885969993
2010-12-14 00:00:00+00:00,452980.8,10150653.885969993
2010-12-15 00:00:00+00:00,447984.0,10109013.885969993
2010-12-16 00:00:00+00:00,556776.0,9970296.420069993
2010-12-17 00:00:00+00:00,559638.0,9994146.420069993
2010-12-20 00:00:00+00:00,656856.0,9990836.039379993
2010-12-21 00:00:00+00:00,676144.8,9830096.039379993
2010-12-22 00:00:00+00:00,442598.39999999997,9982642.448679993
2010-12-23 00:00:00+00:00,439142.39999999997,10019437.585959993
2010-12-24 00:00:00+00:00,436161.6,9997885.248039994
2010-12-27 00:00:00+00:00,425548.8,9909445.248039994
2010-12-28 00:00:00+00:00,419486.39999999997,9858925.248039994
2010-12-29 00:00:00+00:00,421862.39999999997,9878725.248039994
2010-12-30 00:00:00+00:00,422164.8,9893323.534119993
2010-12-31 00:00:00+00:00,430790.39999999997,9821443.534119993
2011-01-04 00:00:00+00:00,435556.8,9852070.397799995
2011-01-05 00:00:00+00:00,434851.2,9846190.397799995
2011-01-06 00:00:00+00:00,432964.8,9830470.397799995
2011-01-07 00:00:00+00:00,432691.2,9828190.397799995
2011-01-10 00:00:00+00:00,532512.0,9787530.199719995
2011-01-11 00:00:00+00:00,535590.0,9821328.070119996
2011-01-12 00:00:00+00:00,537912.0,9798694.760619994
2011-01-13 00:00:00+00:00,536778.0,9808144.760619994
2011-01-14 00:00:00+00:00,633981.6,9614774.819229996
2011-01-17 00:00:00+00:00,608277.6,9838883.792949995
2011-01-18 00:00:00+00:00,608731.2,9835103.792949995
2011-01-19 00:00:00+00:00,519317.99999999994,10061945.491569994
2011-01-20 00:00:00+00:00,500526.0,10206304.419669995
2011-01-21 00:00:00+00:00,506196.0,10272154.551369997
2011-01-24 00:00:00+00:00,502722.0,10243204.551369997
2011-01-25 00:00:00+00:00,400795.2,10352899.512279999
2011-01-26 00:00:00+00:00,505602.0,10292310.269349998
2011-01-27 00:00:00+00:00,512910.0,10353210.269349998
2011-01-28 00:00:00+00:00,515520.0,10374960.269349998
2011-01-31 00:00:00+00:00,521262.0,10422810.269349998
2011-02-01 00:00:00+00:00,522216.0,10430760.269349998
2011-02-09 00:00:00+00:00,514260.0,10364460.269349998
2011-02-10 00:00:00+00:00,630568.8,10373728.556049997
2011-02-11 00:00:00+00:00,633117.6,10394968.556049997
2011-02-14 00:00:00+00:00,655754.3999999999,10583608.556049997
2011-02-15 00:00:00+00:00,653918.3999999999,10568308.556049997
2011-02-16 00:00:00+00:00,660096.0,10619788.556049997
2011-02-17 00:00:00+00:00,657957.6,10601968.556049997
2011-02-18 00:00:00+00:00,651780.0,10599084.738969997
2011-02-21 00:00:00+00:00,662428.8,10693752.489969997
2011-02-22 00:00:00+00:00,641282.3999999999,10517532.489969997
2011-02-23 00:00:00+00:00,533700.0,10640535.150459997
2011-02-24 00:00:00+00:00,644068.8,10564512.106959997
2011-02-25 00:00:00+00:00,648388.8,10600512.106959997
2011-02-28 00:00:00+00:00,656575.2,10668732.106959997
2011-03-01 00:00:00+00:00,656424.0,10667472.106959997
2011-03-02 00:00:00+00:00,654609.6,10652352.106959997
2011-03-03 00:00:00+00:00,650203.2,10615632.106959997
2011-03-04 00:00:00+00:00,663314.3999999999,10496359.662399998
2011-03-07 00:00:00+00:00,674114.3999999999,10572994.191879995
2011-03-08 00:00:00+00:00,678391.2,10526295.781359997
2011-03-09 00:00:00+00:00,674762.3999999999,10491518.9314
2011-03-10 00:00:00+00:00,663595.2,10398458.9314
2011-03-11 00:00:00+00:00,655560.0,10331498.9314
2011-03-14 00:00:00+00:00,657223.2,10340218.833399998
2011-03-15 00:00:00+00:00,752925.6,10113455.503209999
2011-03-16 00:00:00+00:00,545058.0,10392938.67157
2011-03-17 00:00:00+00:00,539460.0,10346288.67157
2011-03-18 00:00:00+00:00,648799.2,10234335.199269999
2011-03-21 00:00:00+00:00,648345.6,10228859.292909998
2011-03-22 00:00:00+00:00,648669.6,10226364.360429997
2011-03-23 00:00:00+00:00,656229.6,10288791.703749998
2011-03-24 00:00:00+00:00,655776.0,10284760.149069997
2011-03-25 00:00:00+00:00,662083.2,10232200.149069997
2011-03-28 00:00:00+00:00,661716.0,10223032.750509996
2011-03-29 00:00:00+00:00,766659.6,10157359.154559996
2011-03-30 00:00:00+00:00,764290.7999999999,10142667.668379998
2011-03-31 00:00:00+00:00,759679.2,10104237.668379998
2011-04-01 00:00:00+00:00,767289.6,10167657.668379998
2011-04-06 00:00:00+00:00,774673.2,10105203.540699998
2011-04-07 00:00:00+00:00,778377.6,10074333.540699998
2011-04-08 00:00:00+00:00,900864.0,10045809.049899997
2011-04-11 00:00:00+00:00,895132.7999999999,9998049.049899997
2011-04-12 00:00:00+00:00,890179.2,9956769.049899997
2011-04-13 00:00:00+00:00,903225.6,10065489.049899997
2011-04-14 00:00:00+00:00,783392.4,10222166.453199996
2011-04-15 00:00:00+00:00,785433.6,10205156.453199996
2011-04-18 00:00:00+00:00,781376.4,10175934.170319995
2011-04-19 00:00:00+00:00,771145.2,10264951.842699995
2011-04-20 00:00:00+00:00,772203.6,10283707.437039997
2011-04-21 00:00:00+00:00,773136.0,10291477.437039997
2011-04-22 00:00:00+00:00,770288.4,10267747.437039997
2011-04-25 00:00:00+00:00,759452.4,10177447.437039997
2011-04-26 00:00:00+00:00,865699.2,10099055.119089996
2011-04-27 00:00:00+00:00,859680.0,10149215.119089996
2011-04-28 00:00:00+00:00,850377.6,10079631.175089996
2011-04-29 00:00:00+00:00,743601.6,10183080.801459996
2011-05-03 00:00:00+00:00,747608.4,10216470.801459996
2011-05-04 00:00:00+00:00,832752.0,10294454.148009995
2011-05-05 00:00:00+00:00,726667.2,10403316.477759995
2011-05-06 00:00:00+00:00,729590.4,10427676.477759995
2011-05-09 00:00:00+00:00,730573.2,10435866.477759995
2011-05-10 00:00:00+00:00,733420.7999999999,10459596.477759995
2011-05-11 00:00:00+00:00,731178.0,10440906.477759995
2011-05-12 00:00:00+00:00,719636.4,10344726.477759995
2011-05-13 00:00:00+00:00,832233.6,10323501.573429996
2011-05-16 00:00:00+00:00,826041.6,10374012.150549997
2011-05-17 00:00:00+00:00,829123.2,10348332.150549997
2011-05-18 00:00:00+00:00,834422.4,10395284.719989998
2011-05-19 00:00:00+00:00,829324.7999999999,10432145.658069998
2011-05-20 00:00:00+00:00,828576.0,10438385.658069998
2011-05-23 00:00:00+00:00,801072.0,10667585.658069998
2011-05-24 00:00:00+00:00,801446.4,10664465.658069998
2011-05-25 00:00:00+00:00,899067.6,10575604.43563
2011-05-26 00:00:00+00:00,892328.3999999999,10519444.43563
2011-05-27 00:00:00+00:00,888861.6,10490554.43563
2011-05-30 00:00:00+00:00,886107.6,10467604.43563
2011-05-31 00:00:00+00:00,893332.7999999999,10527814.43563
2011-06-01 00:00:00+00:00,895244.3999999999,10519836.391389998
2011-06-02 00:00:00+00:00,883483.2000000001,10617846.391389998
2011-06-03 00:00:00+00:00,890546.3999999999,10686217.32283
2011-06-07 00:00:00+00:00,893041.2000000001,10707007.32283
2011-06-08 00:00:00+00:00,896572.7999999999,10736437.322829999
2011-06-09 00:00:00+00:00,882057.6,10615477.322829999
2011-06-10 00:00:00+00:00,781257.6,10690343.33827
2011-06-13 00:00:00+00:00,783273.6,10707143.33827
2011-06-14 00:00:00+00:00,889768.7999999999,10539409.917459998
2011-06-15 00:00:00+00:00,882835.2000000001,10472702.83942
2011-06-16 00:00:00+00:00,872208.0,10384142.83942
2011-06-17 00:00:00+00:00,860284.7999999999,10500729.29302
2011-06-20 00:00:00+00:00,858988.7999999999,10511529.29302
2011-06-21 00:00:00+00:00,864399.6,10569509.213979999
2011-06-22 00:00:00+00:00,959075.9999999999,10479104.25229
2011-06-23 00:00:00+00:00,980172.0,10655904.606490001
2011-06-24 00:00:00+00:00,1006128.0,10872204.606490003
2011-06-27 00:00:00+00:00,703962.0,11129393.176450003
2011-06-28 00:00:00+00:00,704566.7999999999,11124353.176450003
2011-06-29 00:00:00+00:00,799027.2,10971534.200800003
2011-06-30 00:00:00+00:00,803635.2,10939019.907040002
2011-07-01 00:00:00+00:00,807494.4,10966263.846880002
2011-07-04 00:00:00+00:00,826675.2,10802255.107360002
2011-07-05 00:00:00+00:00,722635.2,10880231.620960003
2011-07-06 00:00:00+00:00,721476.0,10870571.620960003
2011-07-07 00:00:00+00:00,721375.2,10869731.620960003
2011-07-08 00:00:00+00:00,826300.7999999999,10752747.341860002
2011-07-11 00:00:00+00:00,924696.0,10606481.196430001
2011-07-12 00:00:00+00:00,909921.6,10483361.196430001
2011-07-13 00:00:00+00:00,925830.0,10615931.196430001
2011-07-14 00:00:00+00:00,927612.0,10630781.196430001
2011-07-15 00:00:00+00:00,931694.3999999999,10664801.196430001
2011-07-18 00:00:00+00:00,926899.2000000001,10624841.196430001
2011-07-19 00:00:00+00:00,925117.2000000001,10609991.196430001
2011-07-20 00:00:00+00:00,918702.0,10556531.196430001
2011-07-21 00:00:00+00:00,1014048.0,10521067.862380002
2011-07-22 00:00:00+00:00,1014120.0,10528011.14398
2011-07-25 00:00:00+00:00,981864.0,10796350.39798
2011-07-26 00:00:00+00:00,787075.2,11037840.454900002
2011-07-27 00:00:00+00:00,789984.0,11062080.454900002
2011-07-28 00:00:00+00:00,887533.2000000001,10968507.901000002
2011-07-29 00:00:00+00:00,882025.2000000001,11014407.901000002
2011-08-01 00:00:00+00:00,886820.3999999999,10974447.901000002
2011-08-02 00:00:00+00:00,879757.2000000001,11033307.901000002
2011-08-03 00:00:00+00:00,878590.7999999999,11043027.901000004
2011-08-04 00:00:00+00:00,879336.0,11059042.307860002
2011-08-05 00:00:00+00:00,859636.7999999999,10894882.307860002
2011-08-08 00:00:00+00:00,737740.7999999999,11228880.287500003
2011-08-09 00:00:00+00:00,558057.6,11479048.836940004
2011-08-10 00:00:00+00:00,555595.2,11458528.836940004
2011-08-11 00:00:00+00:00,569808.0,11337586.258780003
2011-08-12 00:00:00+00:00,471672.0,11391741.234580003
2011-08-15 00:00:00+00:00,573048.0,11241695.946220003
2011-08-16 00:00:00+00:00,567712.8,11189974.677820003
2011-08-17 00:00:00+00:00,664776.0,11080085.319310002
2011-08-18 00:00:00+00:00,654595.2,10992546.088510001
2011-08-19 00:00:00+00:00,645271.2,11080175.960350001
2011-08-22 00:00:00+00:00,640760.4,11051662.606390001
