date,amount,price,sid,symbol,value
2017-04-06 00:00:00+00:00,10.0,2880.6,1,ih00,-28806.0
2017-04-10 00:00:00+00:00,3.0,11515.7,2,ic00,-34547.100000000006
2017-04-12 00:00:00+00:00,4.0,11616.9,2,ic00,-46467.6
2017-04-18 00:00:00+00:00,-7.0,11346.6,2,ic00,79426.2
2017-04-19 00:00:00+00:00,-10.0,2818.0,1,ih00,28180.0
2017-04-20 00:00:00+00:00,-24.0,3985.7,0,if00,95656.79999999999
2017-04-20 00:00:00+00:00,-11.0,2809.4,1,ih00,30903.4
2017-04-20 00:00:00+00:00,-3.0,11167.5,2,ic00,33502.5
2017-04-24 00:00:00+00:00,-3.0,11039.6,2,ic00,33118.8
2017-04-25 00:00:00+00:00,-3.0,10835.2,2,ic00,32505.600000000002
2017-05-05 00:00:00+00:00,-8.0,3933.1,0,if00,31464.8
2017-05-08 00:00:00+00:00,-9.0,3911.2,0,if00,35200.799999999996
2017-05-15 00:00:00+00:00,11.0,2879.9,1,ih00,-31678.9
2017-05-16 00:00:00+00:00,13.0,2875.1,1,ih00,-37376.299999999996
2017-05-17 00:00:00+00:00,17.0,3989.4,0,if00,-67819.8
2017-05-24 00:00:00+00:00,15.0,2911.5,1,ih00,-43672.5
2017-05-26 00:00:00+00:00,7.0,4078.0,0,if00,-28546.0
2017-06-12 00:00:00+00:00,9.0,10581.5,2,ic00,-95233.5
2017-06-13 00:00:00+00:00,8.0,4170.7,0,if00,-33365.6
2017-06-13 00:00:00+00:00,12.0,3059.9,1,ih00,-36718.8
2017-06-15 00:00:00+00:00,-40.0,3013.0,1,ih00,120520.0
2017-06-20 00:00:00+00:00,2.0,10794.5,2,ic00,-21589.0
2017-06-22 00:00:00+00:00,9.0,4193.8,0,if00,-37744.200000000004
2017-06-27 00:00:00+00:00,8.0,3105.3,1,ih00,-24842.4
2017-06-27 00:00:00+00:00,3.0,10924.1,2,ic00,-32772.3
2017-07-18 00:00:00+00:00,-5.0,10451.8,2,ic00,52259.0
2017-07-19 00:00:00+00:00,8.0,3228.5,1,ih00,-25828.0
2017-07-20 00:00:00+00:00,8.0,3275.0,1,ih00,-26200.0
2017-08-07 00:00:00+00:00,-24.0,3237.9,1,ih00,77709.6
2017-08-10 00:00:00+00:00,3.0,11410.2,2,ic00,-34230.600000000006
2017-08-14 00:00:00+00:00,-24.0,4309.0,0,if00,103416.0
2017-08-14 00:00:00+00:00,-7.0,3162.4,1,ih00,22136.8
2017-08-14 00:00:00+00:00,-3.0,11162.0,2,ic00,33486.0
2017-08-18 00:00:00+00:00,3.0,11499.4,2,ic00,-34498.2
2017-08-22 00:00:00+00:00,3.0,11620.4,2,ic00,-34861.2
2017-08-23 00:00:00+00:00,7.0,3256.0,1,ih00,-22792.0
2017-08-28 00:00:00+00:00,6.0,4518.0,0,if00,-27108.0
2017-08-28 00:00:00+00:00,7.0,3357.9,1,ih00,-23505.3
2017-08-29 00:00:00+00:00,7.0,4564.8,0,if00,-31953.600000000002
2017-08-29 00:00:00+00:00,3.0,11723.8,2,ic00,-35171.399999999994
2017-09-15 00:00:00+00:00,-7.0,3285.3,1,ih00,22997.100000000002
2017-09-19 00:00:00+00:00,9.0,4595.5,0,if00,-41359.5
2017-09-26 00:00:00+00:00,-22.0,4529.3,0,if00,99644.6
2017-09-26 00:00:00+00:00,-9.0,11857.4,2,ic00,106716.59999999999
2017-10-10 00:00:00+00:00,7.0,4634.3,0,if00,-32440.100000000002
2017-10-11 00:00:00+00:00,3.0,12364.4,2,ic00,-37093.2
2017-10-13 00:00:00+00:00,8.0,4659.6,0,if00,-37276.8
2017-10-16 00:00:00+00:00,10.0,4692.9,0,if00,-46929.0
2017-10-19 00:00:00+00:00,-3.0,12028.0,2,ic00,36084.0
2017-10-27 00:00:00+00:00,10.0,3407.7,1,ih00,-34077.0
2017-10-30 00:00:00+00:00,11.0,3454.2,1,ih00,-37996.2
2017-11-06 00:00:00+00:00,-2.0,11795.3,2,ic00,23590.6
2017-11-10 00:00:00+00:00,2.0,12192.5,2,ic00,-24385.0
2017-11-13 00:00:00+00:00,12.0,3519.9,1,ih00,-42238.8
2017-11-28 00:00:00+00:00,-25.0,4798.6,0,if00,119965.00000000001
2017-11-28 00:00:00+00:00,-2.0,11437.2,2,ic00,22874.4
2017-12-04 00:00:00+00:00,-33.0,3461.4,1,ih00,114226.2
2017-12-08 00:00:00+00:00,-2.0,11327.8,2,ic00,22655.6
2017-12-18 00:00:00+00:00,-6.0,3453.2,1,ih00,20719.199999999997
2018-01-02 00:00:00+00:00,4.0,11771.7,2,ic00,-47086.8
2018-01-03 00:00:00+00:00,5.0,4903.9,0,if00,-24519.5
2018-01-03 00:00:00+00:00,6.0,3560.5,1,ih00,-21363.0
2018-01-03 00:00:00+00:00,2.0,11878.3,2,ic00,-23756.6
2018-01-05 00:00:00+00:00,5.0,4940.4,0,if00,-24702.0
2018-01-05 00:00:00+00:00,2.0,11985.3,2,ic00,-23970.6
2018-01-10 00:00:00+00:00,6.0,5010.1,0,if00,-30060.600000000002
2018-01-10 00:00:00+00:00,6.0,3631.4,1,ih00,-21788.4
2018-02-01 00:00:00+00:00,-4.0,11629.4,2,ic00,46517.6
2018-02-02 00:00:00+00:00,-16.0,5054.8,0,if00,80876.8
2018-02-02 00:00:00+00:00,6.0,3789.9,1,ih00,-22739.4
2018-02-02 00:00:00+00:00,-2.0,11196.5,2,ic00,22393.0
2018-02-05 00:00:00+00:00,6.0,3788.4,1,ih00,-22730.4
2018-02-07 00:00:00+00:00,-4.0,5001.7,0,if00,20006.8
2018-02-07 00:00:00+00:00,-2.0,10906.8,2,ic00,21813.6
2018-02-08 00:00:00+00:00,-18.0,3652.9,1,ih00,65752.2
2018-02-08 00:00:00+00:00,-2.0,10688.5,2,ic00,21377.0
2018-02-09 00:00:00+00:00,-4.0,4724.8,0,if00,18899.2
2018-02-09 00:00:00+00:00,-4.0,3503.5,1,ih00,14014.0
2018-02-27 00:00:00+00:00,6.0,11324.2,2,ic00,-67945.20000000001
2018-03-12 00:00:00+00:00,8.0,4944.7,0,if00,-39557.6
2018-03-12 00:00:00+00:00,2.0,11767.9,2,ic00,-23535.8
2018-03-26 00:00:00+00:00,-3.0,4589.0,0,if00,13767.0
2018-03-26 00:00:00+00:00,-4.0,3344.0,1,ih00,13376.0
2018-03-26 00:00:00+00:00,-2.0,10808.7,2,ic00,21617.4
2018-03-29 00:00:00+00:00,-4.0,3265.0,1,ih00,13060.0
2018-04-18 00:00:00+00:00,-4.0,4539.5,0,if00,18158.0
2018-05-09 00:00:00+00:00,7.0,4674.2,0,if00,-32719.399999999998
2018-05-15 00:00:00+00:00,12.0,3354.2,1,ih00,-40250.399999999994
2018-05-22 00:00:00+00:00,4.0,4734.0,0,if00,-18936.0
2018-05-22 00:00:00+00:00,2.0,11641.1,2,ic00,-23282.2
2018-05-25 00:00:00+00:00,-4.0,4612.6,0,if00,18450.4
2018-05-28 00:00:00+00:00,-2.0,11361.8,2,ic00,22723.6
2018-05-31 00:00:00+00:00,-4.0,4509.7,0,if00,18038.8
2018-05-31 00:00:00+00:00,-6.0,3174.5,1,ih00,19047.0
2018-05-31 00:00:00+00:00,-2.0,11003.4,2,ic00,22006.8
2018-06-12 00:00:00+00:00,-2.0,10896.0,2,ic00,21792.0
2018-06-15 00:00:00+00:00,-2.0,10793.8,2,ic00,21587.6
2018-06-20 00:00:00+00:00,-4.0,4364.3,0,if00,17457.2
2018-07-13 00:00:00+00:00,6.0,3032.2,1,ih00,-18193.199999999997
2018-07-16 00:00:00+00:00,-3.0,4260.4,0,if00,12781.199999999999
2018-07-23 00:00:00+00:00,11.0,4269.9,0,if00,-46968.899999999994
2018-07-24 00:00:00+00:00,6.0,10219.1,2,ic00,-61314.600000000006
2018-07-25 00:00:00+00:00,3.0,4421.0,0,if00,-13263.0
2018-07-25 00:00:00+00:00,4.0,3154.5,1,ih00,-12618.0
2018-08-02 00:00:00+00:00,-3.0,4209.0,0,if00,12627.0
2018-08-03 00:00:00+00:00,-4.0,2987.5,1,ih00,11950.0
2018-08-07 00:00:00+00:00,-3.0,4048.3,0,if00,12144.900000000001
2018-08-07 00:00:00+00:00,-1.0,9475.9,2,ic00,9475.9
2018-08-20 00:00:00+00:00,-3.0,3988.8,0,if00,11966.400000000001
2018-08-28 00:00:00+00:00,6.0,4224.4,0,if00,-25346.399999999998
2018-09-11 00:00:00+00:00,-2.0,9289.1,2,ic00,18578.2
2018-09-18 00:00:00+00:00,-2.0,9093.7,2,ic00,18187.4
2018-09-25 00:00:00+00:00,4.0,4224.1,0,if00,-16896.4
2018-09-25 00:00:00+00:00,5.0,3143.8,1,ih00,-15719.0
2018-09-25 00:00:00+00:00,5.0,9577.7,2,ic00,-47888.5
2018-09-27 00:00:00+00:00,5.0,3174.2,1,ih00,-15871.0
2018-10-08 00:00:00+00:00,4.0,4191.2,0,if00,-16764.8
2018-10-09 00:00:00+00:00,-10.0,3045.8,1,ih00,30458.0
2018-10-12 00:00:00+00:00,-8.0,3893.5,0,if00,31148.0
2018-10-12 00:00:00+00:00,-2.0,8568.3,2,ic00,17136.6
2018-10-16 00:00:00+00:00,-2.0,8394.7,2,ic00,16789.4
2018-10-17 00:00:00+00:00,-2.0,8332.6,2,ic00,16665.2
2018-10-19 00:00:00+00:00,-3.0,3795.3,0,if00,11385.900000000001
2018-10-23 00:00:00+00:00,3.0,4084.1,0,if00,-12252.3
2018-11-05 00:00:00+00:00,6.0,8938.5,2,ic00,-53631.0
2018-11-14 00:00:00+00:00,1.0,9244.3,2,ic00,-9244.3
2018-11-19 00:00:00+00:00,2.0,9443.5,2,ic00,-18887.0
2018-11-26 00:00:00+00:00,-3.0,8796.6,2,ic00,26389.800000000003
2018-12-20 00:00:00+00:00,-4.0,3851.9,0,if00,15407.6
2018-12-20 00:00:00+00:00,-6.0,2895.5,1,ih00,17373.0
2018-12-20 00:00:00+00:00,-2.0,8577.6,2,ic00,17155.2
2018-12-21 00:00:00+00:00,-6.0,2845.5,1,ih00,17073.0
2018-12-24 00:00:00+00:00,-4.0,3751.6,0,if00,15006.4
2018-12-24 00:00:00+00:00,-7.0,2803.3,1,ih00,19623.100000000002
2019-01-08 00:00:00+00:00,2.0,8699.8,2,ic00,-17399.6
2019-01-10 00:00:00+00:00,8.0,3812.0,0,if00,-30496.0
2019-01-16 00:00:00+00:00,19.0,2887.9,1,ih00,-54870.1
2019-01-21 00:00:00+00:00,4.0,3946.6,0,if00,-15786.4
2019-01-21 00:00:00+00:00,6.0,2940.7,1,ih00,-17644.199999999997
2019-01-22 00:00:00+00:00,2.0,8942.0,2,ic00,-17884.0
2019-01-28 00:00:00+00:00,7.0,2991.9,1,ih00,-20943.3
