Datetime,long,cash
2017-01-06 00:00:00+00:00,0.0,7273919.769280054
2017-01-09 00:00:00+00:00,0.0,7258625.680990057
2017-01-10 00:00:00+00:00,0.0,7259330.643430056
2017-01-11 00:00:00+00:00,0.0,7306848.737950054
2017-01-12 00:00:00+00:00,0.0,7336441.310050053
2017-01-13 00:00:00+00:00,0.0,7334423.313940054
2017-01-16 00:00:00+00:00,0.0,7163890.20925005
2017-01-17 00:00:00+00:00,0.0,7163890.20925005
2017-01-18 00:00:00+00:00,0.0,7163762.304850049
2017-01-19 00:00:00+00:00,0.0,7183443.318010052
2017-01-20 00:00:00+00:00,0.0,7203100.501330051
2017-01-23 00:00:00+00:00,0.0,7165518.355330052
2017-01-24 00:00:00+00:00,0.0,7165518.355330052
2017-01-25 00:00:00+00:00,0.0,7185158.316250051
2017-01-26 00:00:00+00:00,0.0,7213425.492850052
2017-02-03 00:00:00+00:00,0.0,7244612.595610051
2017-02-06 00:00:00+00:00,0.0,7251317.61181005
2017-02-07 00:00:00+00:00,0.0,7267755.25501005
2017-02-08 00:00:00+00:00,0.0,7171139.468050052
2017-02-09 00:00:00+00:00,0.0,7127427.907690052
2017-02-10 00:00:00+00:00,0.0,7104580.92997005
2017-02-13 00:00:00+00:00,0.0,7086398.957170052
2017-02-14 00:00:00+00:00,0.0,7086398.957170052
2017-02-15 00:00:00+00:00,0.0,7041582.598210054
2017-02-16 00:00:00+00:00,0.0,7040321.296090054
2017-02-17 00:00:00+00:00,0.0,7089482.151250056
2017-02-20 00:00:00+00:00,0.0,6941668.184530058
2017-02-21 00:00:00+00:00,0.0,6901496.428570059
2017-02-22 00:00:00+00:00,0.0,6870679.10845006
2017-02-23 00:00:00+00:00,0.0,6882374.5242700605
2017-02-24 00:00:00+00:00,0.0,6842933.69791006
2017-02-27 00:00:00+00:00,0.0,6767200.024180062
2017-02-28 00:00:00+00:00,0.0,6767702.050540063
2017-03-01 00:00:00+00:00,0.0,6719690.471650062
2017-03-02 00:00:00+00:00,0.0,6784563.848680065
2017-03-03 00:00:00+00:00,0.0,6816122.929420064
2017-03-06 00:00:00+00:00,0.0,6793305.362260067
2017-03-07 00:00:00+00:00,0.0,6788478.008140066
2017-03-08 00:00:00+00:00,0.0,6785037.370060067
2017-03-09 00:00:00+00:00,0.0,6761147.991820066
2017-03-10 00:00:00+00:00,0.0,6761147.991820066
2017-03-13 00:00:00+00:00,0.0,6824353.856380066
2017-03-14 00:00:00+00:00,0.0,6823122.892180066
2017-03-15 00:00:00+00:00,0.0,6803891.414620065
2017-03-16 00:00:00+00:00,0.0,6808342.784620066
2017-03-17 00:00:00+00:00,0.0,6683800.776370067
2017-03-20 00:00:00+00:00,0.0,6677066.893390067
2017-03-21 00:00:00+00:00,0.0,6691113.378700067
2017-03-22 00:00:00+00:00,0.0,6675482.330410065
2017-03-23 00:00:00+00:00,0.0,6654230.8458700655
2017-03-24 00:00:00+00:00,0.0,6717091.737700066
